Id;Culture;Text
2976;1;"Этот храм, посвященный Господу Шиве, очень важен, поскольку Господь Шива не только защищает святую дхаму, но и охраняет раса-мандалу. Этому Шива Лингаму 5000 лет, изначально он был установлен внуком Господа Кришны, Ваджранабой.

Однажды, во время раса-лилы, Господь Шива захотел присоединиться к прекрасным танцам Господа Кришны и гопи, но когда он попытался войти в раса-мандалу, его остановили Лалита и Вишакха Сакхи, которые сообщили ему, что поскольку он мужчина, он не может войти. Затем Лалита сказала Гсподу Шиве, чтобы он искупался в озере Радхарани - Манасаровар. Тогда Господь Шива подчинился и принял омовение в этом озере и тотчас принял в форму гопи. Затем он вновь вернулся к раса-мандале, где Господь Кришна сам принял его и дал ему имя Гопишвара. Господь Кришна также дал Шиве благословение, что без разрешения Господа Шивы никто не мог войти в раса-мандалу.

"
2977;0;Vrindavan
2977;1;Вриндаван
2978;0;Gopesvara Mahadeva Mandira
2978;1;Гопешвара Махадева Мандир
2979;0;"This is the famous place mentioned in innumerable songs where Lord Krishna came on the beautiful full moon night of the samt season (Autumn), and called all the gopis of Vrndavana to dance with Him, simply by playing an enchanting melody on His transcendental flute. VamSi means flute and vata means Banyan tree. 

There used to be a Banyan tree standing here from the time of Lord Krishna, but about 450 years ago, the Yamuna flooded and washed the tree away. Paramananda Gosvami collected one of the branches and planted it at the same spot. While planting the branch, he discovered the Deity of Gopinatha. This Deity was originally installed 5,000 years ago by Vajranaba, the grandson of Lord Krishna. 

The tree he planted is still there today.  
"
2979;1;"Это очень известное место, упомянуто в бесчисленных песнях, о том как Господь Кришна пришел в прекрасную ночь полнолуния в сезон саттов (Осень) и призвал всех гопи Вриндавана танцевать с Ним, просто сыграв очаровательную мелодию на Своей  трансцендентной флейте. Вамши означает флейта, а вата - дерево Баньяна.

Раньше здесь было дерево Баньяна со времен Господа Кришны, но около 450 лет назад Ямуна разлилась, вышла из берегов и вымыла дерево. Парамананда Госвами сберег одну из ветвей и посадил ее на том же месте. Сажая ветку, он обнаружил Божество Гопинатхи. Это Божество было установлено 5000 лет назад Ваджранабой, внуком Господа Кришны.

Дерево, которое он посадил, находится здесь и по сей день.

"
2980;0;Vrindavan
2980;1;Вриндаван
2981;0;Vamsi Vata
2981;1;Вамши Вата
2982;0;This beautifully ornate temple is dedicated to Radha and Krishna and was built by the  Bihari Queen, Indrajit Kunver in 1871.
2982;1;Этот восхительно украшеный храм посвященный Радхе и Кришне был построен Королевой Бихари, Индраджит Кунвер в 1871 году.
2983;0;Vrindavan
2983;1;Вриндаван
2984;0;Tekari Rani Mandira
2984;1;Тхекари Рани Мандир
2985;0;"About two hundred years ago, Haridasa, a Ramanandi Vaisnava who was devoted to Lord Krishna, used to meditate on the bank of the Yamuna near VamSi Vata. One night in a dream Lord Jagganatha appeared and informed Haridasa that He would very much like to come and live near the bank of the Yamuna in Vrndavana, and accept the worship of Haridasa. Lord Jagganatha asked Haridasa to immediately go to Jagganatha Puri and as this was the time once every twelve years when the body of the Jagganatha Deity is changed, Haridasa should bring the old body of Lord Jagganatha back to Vrndavana. 

On waking Haridasa gathered all his disciples and with a rousing kirtan set off on foot for Jagganatha Puri. On arriving in Puri, Haridasa went straight to the jagganagtha temple and requested the priests to allow him to take the old body of Lord Jagganatha back to Vrndavana. The priests however flatly refused and advised Haridasa to speak directly to the king of Puri, who was the chief administrator of the temple. On hearing the request of Haridasa, the king also refused and informed Haridasa that the old body of Jagganatha would be put into samadhi as per the ancient custom and no one was allowed to take possession of the old Deity. 

On hearing the king's refusal, Haridasa decided to go the beach and fast until death. The night the king had a dream in which Lord Jagganatha came before him in a very angry mood and demanded to know why the king had refused to follow the order given by the Lord Himself to His servant Haridasa. The king immediately upon waking called for Haridasa, informed him of the dream and granted permission for Haridasa to take the old Deity of Lord Jagganatha back to Vrndavana. The Deities of their Lordships Jagganatha, Subhadra and Baladeva were then placed on a chariot and accompanied by priests and a large contingent of soldiers. Brought to Vrndavana and Installed on the bank of the Yamuna at this same place, which then became known as Jagganatha Ghata.
"
2985;1;..
2986;0;Vrindavan
2986;1;Вриндаван
2987;0;Jagannatha Gata
2987;1;Джаганнатха Гата
2988;0;"At this spot underneath the Banyan tree (Vata), Uddhava discussed topics about Lord Krishna's pastimes with Vidura. Uddhava told Vidura that Krishna spoke of no devotee prior to His disappearance except Vidura, whom He mentioned three times over. This brought torrents of tears to Vidura's eyes when he thought of the Lords mercy upon him. Also at this place, Prayag Raja Tirtha (Allahabad) came here in the form of a black horse in order to take bath and relieve himself of all the sins left by pilgrims who visit Prayag. After taking bath at this place, Prayaпs black form turned white, having been freed from all the sins. Brajbasis take bath at this same spot when the Yamuna floods during the monsoon.
"
2988;1;"На этом месте под деревом Баньяна (Вата) Уддхава обсуждал игры Господа Кришны с Видурой. Уддхава рассказал Видуре, что Кришна не говорил ни об одном преданном перед Своим уходом, кроме Видуры, о котором Он упомянул три раза. Это заставило Видуру разрыдаться, когда он подумал о милости Господа, проявленной к нему. Также в это место Праяг Раджа Тиртха (Аллахабад) пришел в облике черного коня, чтобы принять омовение и освободить себя от всех грехов, оставленных паломниками, которые посещают Праяг. После купания в этом месте Прайага стал белым, освободившись от всех грехов. Браджабаси принимают омовение в этом же месте, когда Ямуна выходит из берегов во время муссонов.
"
2989;0;Vrindavan
2989;1;Вриндаван
2990;0;Jnana Gudri
2990;1;Джана Гудри
2991;0;"This Deity was installed by Narottama Dasa Thakura at the Kheturi festival in West Bengal, Srinivasa Acarya performed the abhiseka. All the important Vaisnavas of the day, attended the first ever festival to celebrate the appearance day of Lord Chaitanya Mahaprabhu. Of the five Deities installed at the time, this is the only one to have been brought to Vrndavana for worship.
"
2991;1;"Это Божество было установлено Нароттамом Дасом Тхакуром во время празднования в Хетури в Западной Бенгалии, а Шриниваса Ачарья исполнил абхишеку. Все почтенные вайшнавы того времени присутствовали на том первом фестивале, посвященном празднику явления Господа Чайтаньи Махапрабху. Из пяти Божеств, установленных в то время, это единственное, что было принесено во Вриндаван для поклонения.
"
2992;0;Vrindavan
2992;1;Вриндаван
2993;0;Braja Mohan Mandira
2993;1;Браджа Мохана Мандир
2994;0;"This is the temple of Lord Krishna Candrama, built in 1810 by a millionaire from Bengal of the name Krishna Candra Sinh, better known as Lala Babu. This is a large temple set in a nice garden, surrounded by a high wall. Lala Babu renounced the world at an early age and became a vairagi. He also constructed the ghatas surrounding Radha-kunda.  "
2994;1;"Это храм Господа Кришны Кандрамы, построенный в 1810 году миллионером из Бенгалии с именем Кришна Кандра Синх, более известным как Лала Бабу. Это большой храмовый комплекс, расположенный в невероятно красивом саду, окруженном высокой стеной. Лала Бабу в очень раннем возрасте отрекся от мира и стал вайраги. Он же и построил гхат, окружающий ныне Радха-кунду.
"
2995;0;Vrindavan
2995;1;Вриндаван
2996;0;Lala Babu Mandira
2996;1;Лала Бабу Мандир
2997;0;"This is where Brahma offered his prayers to Lord Krishna after he had stolen all the cowherd boys and calves. Bilvamangala Ihakura performed bhajana here at Brahma Kunda for 700 years. Rupa Gosvami also discovered the Deity of Vrndadevi on the northern side of this kunda. 

This kunda (pool) was created from the tears of Lord Brahma, the secondary creator of the universe, when he tearfully offered his wonderful prayers to Lord Krishna. It is happened that Brahmaji had been hearing about the wonderful activities of Krishna, the cowherd boy of Vrndavana, and suspecting that the might be the Supreme Personality of Godhead, decided to test the Lord by playing a trick. One day, while Lord Krishna was taking His lunch along with the cowherd boys, the calves, who were grazing nearby, were taken away by Lord Brahma. Krishna volunteered to go and see what had happened to the calves and while He was gone, Brahma came and took away all the cowherd boys. By his mystic powers, he hid both the cowherd boys and the calves in a cave. After putting them all into a deep sleep, he then left for his own planet. 

On not finding the calves, Lord Krishna returned and seeing that the cowherd boys were also missing, could understand that this was the trick of the demigod Brahma. As it was time to return home, and He could not return alone, Lord Krishna decided to expand Himself as the calves and cowherd boys. On reaching the village, nobody could understand that the boys and the calves were missing. Lord Krishna had expanded Himself to appear like each and every boy, so much so, that the parents of those boys could not understand that this was not their original child. 
After Lord Brahma had left, he had see and thoughts about his mischief making, and therefore decided to return in case Krishna had become angry and was going to punish him for his impudence. Even though for Brahma, only a few moments passed of his time, here on earth, one whole year had gone by. On arriving back at the scene, Brahma was astonished to see all the same cowherd boys and calves playing with Krishna, and became even more astonished when all the cowherd boys and calves suddenly transformed into four armed forms of Vishnu. Brahma could then understand the omnipotency of Lord Krishna which made Brahma's own display of mystic power look insignificant. Brahma then immediately brought all the cowherd boys and calves stolen by him and returned them to the same spot. He then fell on the ground just like a stick and prayed to Lord Krishna to forgive him for his impudence in trying to test the power of the Lord.
At this time, while offering his prayers, Brahma shed torrents of tears which formed a small lake and became known as the Brahma-kunda. Until a few years ago, this kunda was full of water but at present it has dried up and also fallen into neglect. The Manas Mandir temple overlooks this kunda and by climbing to the rooftop, one not only gets a good View of Brahm kunda but also a wonderful panoramic View of the whole of Vrndavana.
"
2997;1;..
2998;0;Vrindavan
2998;1;Вриндаван
2999;0;Brahma Kunda
2999;1;Брахма Кунда
3000;0;"This South Indian style temple was built by the wealthy Seth family of Mathura in the year 1851, and is dedicated to Lord Sri Ranganatha or Rangaji form of Lord Vishnu lying down on the Sesa Naga (celestial serpent). This temple has a traditional South Indian gopuram (gateway) and is surrounded by high walls. It is one of Vrndavana's largest temples. Once a year a grand car festival (Ratha Yatra) is held known as Brahmotsava, during the month of Chait (March April), this festival lasts for 10 days. The Car (Rath) is pulled to the Rangaji Bag gardens nearby. 
This happens to her the only temple in Vrndavana that does not allow foreigners to enter.* in fact, it is one of the few temples in all of India that Still follows this outdated rule. The original Rangaji Mandir is situated at Trichy in Tamil Nadu, and allows entry of all foreigners. 
*(Foreigners can enter into the courtyard and walk around the outside perimeter of the temple. upon paying a small fee.)
"
3000;1;"Этот храм в южно-индийском стиле был построен богатой семьей Сетта Матхуры в 1851 году и посвящен Господу Шри Ранганатхе, или форме Господа Вишну, лежащего на Сеса-Наге (небесном змее) - Рангаджи. Этот храм оснащен традиционным южноиндийский гопурамом (шлюзом) и окружен высокими стенами. Это один из самых крупных храмов Вриндавана. Один раз в год, в месяц Чаит (март апрель) проходит фестиваль большой колесницы (ратха ятра), известный как Брахмоцава, этот фестиваль длится 10 дней. Колесницу (Ратх) тянут к садам Рангаджи  Баг.
Так получилось, что это единственный храм во Вриндаване, в который не допускают иностранцев. Фактически, это один из немногих храмов оставшихся во всей Индии, который все еще следует этому устаревшему правилу. Оригинальный Рангаджи Мандир расположен в Трихите в Тамилнаде и вход в него открыт всем, даже иностранцам.
* (Иностранцы могут войти во внутренний двор и пройти по внешнему периметру храма, заплатив небольшую плату).
"
3001;0;Vrindavan
3001;1;Вриндаван
3002;0;Rangaji Mandira
3002;1;Рангаджи Мандир
3003;0;"This Deity was established by Srila Rupa Gosvami who was ordered by Lord Chaitanya to excavate all the lost holy places of Vrndavana. Five thousand years earlier, Lord Krishna's grandson, Vajranaba, installed a number of important Deities in Vrndavana, Govindaji was one of these Deities. Rupa Gosvami searched all over Vrndavana to locate the Yogapith, the resting place of the original Deity of Govindaji, but after months of searching, the Deity could not be found. Rupa Gosvami, feeling disappointed, came and sat by the bank of the Yamuna and shedding tears, began calling the name of Lord Chaitanya, Ha Chaitanya, Ha Chaitanya” (Oh Chaitanya). Suddenly, Lord Krishna in the guise of a beautiful brijvasi boy appeared and informed Rupa Gosvami that a cow came every day to a nearby hillock, and emptied its milk into a hole on the hilltop. He asked Rupa to accompany him to the place and see what might be in the hole. Rupa Gosvami followed the boy and upon reaching the drenched hole, Rupa Gosvami immediately fell unconscious in a wave of ecstatic emetions 

When he recovered, he summoned the local people Who excavated the hole and found the beautiful Deity of Lord Govinda. The loud cries of “He Govinda, he Krishna” suddenly reverberated throughout the sky. 

The construction of the temple of Radha Govinda began under the guidance of Raghunatha, Bhatta Gosvami and his disciples headed by Raja Man Singh of jaipur some time after 1570. It was the most impressive edifice that Hindu art had ever produced in the whole of Northern India It towered into the sky seven stories high and was built on top of the hill where the Deity was first discovered, making it the tallest building in this part of India. The temple was completed in 1590. 

Less than one hundred years later, Emperor Aurangzeb, the Muslim zealot, was standing on the ramparts of his fort at Agra, and noticed a bright light burning in the far distance. Upon being informed that this was a large ghee lamp kept atop the Radha Gm mda temple in Vrndavana, he became furious that a Hindu shrine was taller than any Muslim building and immediately ordered destruction. By the time the soldiers arrived, Lord Govindadeva and all the important Deities of Vrndavana had been moved to safer places. The soldiers of Aurangzeb dismantled the top floors of the Govindaji temple and desecrated the sanctum sanatorium as well as mutilated all the stone carvings within the temple. 
"
3003;1;..
3004;0;Vrindavan
3004;1;Вриндаван
3005;0;Govindaji Mandira
3005;1;Говиндаджи Мандир
3006;0;"This is the very spot where Srila Rupa Gosvami found the Govindaji Deity. A special chapel was built to the left side of the main alter and a small Deity of Yogamaya was installed here along with the lotus footprints of Lord Govinda. This Deity of Yogamaya (Lord Krishna's sister) was also worshipped by Rupa Gosvami. During the attack by Aurangzeb on Vrndavana, the Deity of Yogamaya was hidden and later reinstalled in the same chape. One has to ask the pujari (priest) for a darshan of the Yogapitha. 
"
3006;1;"Это то место, где Шрила Рупа Госвами нашел Божество Говиндаджи. С левой стороны от главного алтаря, был построен специальный небольшой храм и было установлено маленькое Божество Йогамайи вместе с отечатком лотосной стопы Господа Говинды. Это Божество Йогамайи (сестры Господа Кришны) также почиталось Рупой Госвами. Во время нападения Аурангзеба на Вриндаван, Божество Йогамайи спрятали, а затем переустановили в том же месте. Чтобы получить даршан  Йогапиты, нужно спросить пуджари (священника).

"
3007;0;Vrindavan
3007;1;Вриндаван
3008;0;"Yoga Pitha "
3008;1;Йога Питха
3009;0;"In the far right hand corner of the 64 samadhi‘s garden, there used to be a pond which is now dry called Venu Kupa, where Lord Krishna dug His flute (venu) into the ground to produce a fresh water spring to quench the thirst of the cowherd boys. In this particular garden are the full samadhis of Raghunatha Bhatta Gosvarni, Subuddhi Raya, and KaSiSVara Pandita. Also here are the samadhis of 64 important followers (Mahants) of Lord Chaitanya. Besides the three full samadhis, the rest of the samadhis are either nama, puspa or smrta samc‘idhis, including the Gosvamis-Rupa, Sanatana, Raghunatha dasa, Gopala Bhatta, Jiva, Lokanatha and Krishnadasa Kaviraja as well as Svarupa Damodara, Candraéekhara Acarya, Ramananda Raya, Sivananda Sena, KaSi Misra, Sikhi Mahiti, Kavi Karnapura, Vasudeva Ghosh, Raghava Pandita, Murari Chaitanya, Chota Haridasa, Jahnava Mata, Kolaveca Sridhara, Mukunda dasa, Saranga, Thakura, Kala Krishna dasa, and others.
"
3009;1;..
3010;0;Vrindavan
3010;1;Вриндаван
3011;0;Sixty Four Samadhi`s
3011;1;Шестьдесят Четыре Самадхи
3012;0;"Entombed here in the 64 samc‘zdhis garden are the ashes of Raghunatha Bhatta Gosvami. It was decided to cremate his body so that the Muslim fanatics could not descreate it. This was also done to Raghunatha dasa Gosvami, who's samcidhi is Radha-kunda. Raghunatha Bhatta Gosvami also performed his bhajana in this very same garden. Raghunatha Bhatta, as a child first met Lord Chaitanya in the house of his father Tapan Mishra, who originally hailed from East Bengal but had subsequently moved to Benaras (Kasi). On the way to Vrndavana Lord Chaitanya stopped in Benaras to meet Tapan Mishra and also Candrasekhara Acarya. On the Lord's return from Vrndavana He also stayed in Benaras for ten days. Lord Chaitanya stayed at the house of Candrasekhara and took his meals at the house of Tapan Mishra. Raghunatha Bhatta, although just a child would serve the Lord by massaging His lotus feet. When Raghunatha Bhatta finished his studies he went to Jagganatha Puri to meet  Lord Chaitanya who was very pleased to see him. The Lord ordered Raghunatha Bhatta to remain a lifelong brahmacari. Raghunatha remained at Puri for eight months, he was a very expert cook and would sometimes prepare prasada for Lord Chaitanya. The Lord then ordered Raghunatha to return to Kasi and care for his aged parents. When his parents finally passed away, Raghunatha returned to Jaggani’itha Puri to be with Lord Chaitanya and spent another eight months serving the Lord. One day the Lord asked Raghunatha to proceed to Vrndavana and study Srimad Bhagvatam under the guidance of Rupa and Sanatana Gosvamis, and help them in their mission of fulfilling the Lord's unfinished work of locating all the lost places of Lord Krishna’s pastimes.
On his arrival in Vrndavana, the Gosvamis were very happy to see him and accepted him as their godbrother. Raghunatha Bhatta Gosvami 

exhibited all the good qualities of a pure Vaisnava, he were points to criticize, he used to say that since all devotees are engaged in the service of the Lord, he did not mind their faults. Raghunatha became so expert in reciting Srimad Bhagvatarn that he would recite each and every verse in three different ragas or tunes. He regularly recited Bhagvatam in front of Rupa and Sanatana and the assembled Gosvamis, and while doing so he would be overcome by the symptoms of ecstatic love. Tears would flood his eyes, his voice would falter, his hair would stand on end and overcome with ecstasy he would sometimes swoon. It is said that his voice was as sweet as a cuckoo and within no time his fame spread far and wide. Raghunatha's original Srimad Bhagvatam can still be seen at the Bhattaji Mandir in Vrndavana. 

Raghunatha Bhatta ordered disciples to construct the temple of Govindaji. Raghunatha also prepared various ornaments for Govindaji including a flute and shark shaped earnings. Raja Man Singh of Jaipur was an important disciple of Raghunatha Bhatta Gosva‘lmi and it was the Raja who did so much, not only in constructing the Govindaji temple, but also many other temples and ghatas as well. 

Raghunatha Bhatta Gosvami was an incarnation of Sri Raga Mafijari, one of the eight intimate maidservants of Srimati Radharani in the spiritual world.
"
3012;1;..
3013;0;Vrindavan
3013;1;Вриндаван
3014;0;Raghunatha Bhatta Samadhi
3014;1;"Самадхи Рагунатхи Батта "
3015;0;"The Godbrother of Lord Chaitanya, Who was sent by Isvara Puri (Lord Chaitanya is spiritual master), to be one of the Lords personal servants at Jagganatha PurI. His sacred body is entombed here at the place Where he did his bhajana, in the garden of the 64 samadhis.
Because he was very big and strong his service to Lord Chaitanya was to walk in front of the Lord when He went to the Jagganatha temple and clear away the crowds with his hands, so that the Lord could proceed with out being touched. KasiSVara also used to distribute prasada after the kirtan to all the devotees. After some years, Lord Chaitanya sent KasiSVara Pandit to Vrndavana to serve the Govindaji Deity of Rupa Gosvami. 
KasiSVara was an incarnation of Lord Krishna's personal servant in the spiritual world called Bhrngara.
"
3015;1;"Божественный брат Господа Чайтаньи, которого послал Ишвара Пури (Духовный учитель Господа Чайтаньи), быть одним из личных слуг Господа в Джагганатха Пури. Его священное тело погребено здесь, в месте, где он совершал бхаджан, в саду 64 самадхи.
Поскольку он был очень большим и сильным, его служение Господу Чайтаньи заключалось в том, чтобы идти перед Господом, когда Он пошел в храм Джагганатхи и расчищать толпу руками, чтобы Господь мог пройти, чтобы толпа не прикосалась к нему. Кашишвара также был использован для раздачи прасада после киртана для всех преданных. Спустя несколько лет Господь Чайтанья послал Кашишвару Пандита во Вриндаван, чтобы служить Божеству Говиндаджи Рупы Госвами.
Кашишвара был воплощением личного слуги Господа Кришны в духовном мире по имени Брингара."
3016;0;Vrindavan
3016;1;Вриндаван
3017;0;Kasisvara Pandita Samadhi
3017;1;Самадхи Кашишвара Пандита
3018;0;"At this kunda Krishna and Balarama would rest at midday along with their cowherd boyfriends who would massage Their legs while They rested. At this time the cows would drink the cool water of the kunda. This is the largest of the kundas situated in Vrndavana and it is said that both Rupa and Sanatana Gosvami did bhajana on the banks of this kunda. The ghatas of this kunda were built by a princess. Chandharani Kali Sundari of Rajshahi in East Bengal. This kunda is now mostly dry and only fills with water during the rainy season.
"
3018;1;На этой кунде Кришна и Баларама отдыхали в полдень вместе с их друзьями-пастушками, которые массажировали Их ноги во время отдыха. В это время коровы пьют прохладную воду кунды. Это самая большая из кунд, расположенных во Вриндаване, и сказано, что и Рупа, и Санатана Госвами совершали бхаджан на берегах этой кунды. Гхаты этой кунды были построены принцессой. Чандхарани Кали Сундари из Раджшахи в Восточной Бенгалии. Эта кунда большую часть времени сухая и наполняется водой только в сезон дождей.
3019;0;Vrindavan
3019;1;Вриндаван
3020;0;Govinda Kunda
3020;1;Говинда Кунда
3021;0;"This is the place where Krishna and Balarama ate lunch provided by the wives (janjna patnis) of the sacrificial brahmanas. One day Krishna and Balarama left very early in the morning with their cowherd boyfriends along with their cows and calves for the forest of Vrndavana. After some time the cowherd boys complainted of feeling very hungry because they had come without taking their breakfasts. Lord Krishna then told the cowherd boys that nearby were the houses of the brahmanas the purpose of gaining elevation to the heavenly planets. “Please go to them and ask for charity, but don’t mention My name because I am only a cowherd boy (vais’a). You had better ask in the name of Balarama because he is known as the son of Vasudeva, a KSatriya. These brahmana‘s generally only give charity to other high class brahmanas and do not care for others. They are not Vaisnavas and never chant the holy names of God”.

The cowherd boys then went to the houses of the brahmanas and humbly requested some food that they could eat along with Krishna and Balarama who were tending cows nearby. The cowherd boys said, “Krishna who is non-different from Vishnu, is waiting nearby and you should immediately deliver whatever food you have in stock”. Although the cowherd boys requested charity in the name of the Supreme Personality of Godhead. Lord Krishna, the brahmanas did not care to listen to them. Because they were smarta brahmanas and only interested in material benefits through Vedic sacrifice, they could not even appreciate the begging of the Supreme Lord. These caste brahmanas could not understand the actual purpose of the Vedas which is to understand Lord Krishna. Inspite of their advancement of knowledge and rituals, they were ignorant fools and all of their activities were simply a waste of time. 
The cowherd boys being disappointed at being ignored by the brahmanas, returned to Krishna and Balarama and gave the sad news. Surprisingly Krishna asked them to return, but this time to ask the wives of the brahmanas. On returning the cowherd boys approached the wives of the brahmanas, who upon hearing that Krishna and Balarama were asking for food, became anxious to see Them. Being spiritually advanced by thinking of Krishna constantly, they were performing the greatest form of mystic meditation. They did not have to be convinced of the importance of Krishna and Balarama. They had been constantly thinking of how to serve Krishna and Balarama and when they would get the chance to see Them. All the wives of the brahmanas became busy engaged in filling different pots with nice foodstuffs. Because of the performance of the sacrifice, there were so many wonderful preparations that were all very palatable. For a long time the wives had been anxious to see Krishna and Balarama, but as they were leaving home to go and see the Lord, their husbands, fathers, sons and relatives forbade them to go. But the wives did not care, when a devotee is called by the attraction of Krishna he does not care for bodily ties. 
 
The women on entering the forest saw Krishna and Balarama tending the cows along with their boyfriends. Krishna looked so beautiful dressed in garments glittering like gold, He wore a nice garland of forest flowers and had a peacock feather on His head, He was also painted with the minerals found in Vrndavana. He looked exactly like a dancing actor on a theatrical stage. With their very eyes the wives of the brahmanas saw the Supreme Personality of Godhead face to face, within their hearts they began to embrace him to their hearts content. The Lord could understand that they had come to Him despite the protests of their families. They had come to see Him who was their life and soul, and they were perfectly following the instructions of the Bhagavad Gita, that one should surrender to Krishna giving up all other varieties of occupational and religious duties. After thanking the wives of the brahmanas, Krishna and Balarama sat down with their cowherd boyfriends at this same spot and enjoyed the wonderful food sent by the wives of the brahmanas.

"
3021;1;"Это место, где Кришна и Баларама ели обед, приготовленный женами (janjna patnis) жертвенных брахманов. Однажды Кришна и Баларама ушли очень рано утром со своими друзьями-пастушками, коровами и телятами в лес Вриндавана. Через некоторое время пастушки начали жаловаться, что чувствуют себя очень голодными, потому что они не завтракали. Кришна сказал мальчикам-пастушкам, что поблизости находятся дома брахманов, цель которых достичь райских планет. «Пожалуйста, идите к ним и просите милостыню, но не упоминайте Мое имя, потому что я всего лишь пастушок (вайша). Лучше просите от имени Баларамы, потому что он известен как сын Васудевы, кшатрия. Эти брахманы обычно дают милостыню другим брахманам высокого класса и не заботятся о других. Они не вайшнавы и никогда не повторяют святых имен Бога ».

Мальчики-пастушки отправились в дома брахманов и смиренно попросили еды, которую они могли бы съесть вместе с Кришной и Баларамой, которые пасли коров поблизости. Пастушки сказали: «Кришна, который не отличается от Вишну, ждет рядом, и вы должны немедленно дать все, что у вас есть». Хотя мальчики-пастушки просили милостыню во имя Верховной Личности Бога, Господа Кришны, брахманы не хотели слушать их. Поскольку они были умными брахманами и только интересовались материальными благами через ведическую жертву, они не могли даже оценить милость Верховного Господа.

Эти брахманы не могли понять истинную цель Вед, которой является постижение Господа Кришны. Несмотря на их продвинутое знание и ритуалы, они были невежественными дураками, и вся их деятельность была просто пустой тратой времени.
Пастушки были разочарованы тем, что брахманы их проигнорировали и вернулись к Кришне и Балараме с печальными новостями. К их удивлению Кришна попросил их вернуться, но на этот раз спросить жен брахманов. По возвращении пастушеские мальчики подошли к женам брахманов, которые, услышав, что Кришна и Баларама просили о еде, стали стремиться увидеть Их. Духовно продвинувшись, постоянно размышляя о Кришне, они вели величайшую мистическую медитацию. Им не нужно было быть уверенным в важности Кришны и Баларамы. Они постоянно думали о том, как служить Кришне и Балараме, и когда они получат шанс увидеть Их. Все жены брахманов стали заняты занятием различными горшками с хорошими продуктами питания. Из-за исполнения жертвы было так много замечательных приготовлений, которые были очень вкусными. Долгое время жены стремились увидеть Кришну и Балараму, но когда они уходили из дома, чтобы пойти и увидеть Господа, их мужья, отцы, сыновья и родственники запретили им идти. Но женам было все равно, когда преданного называют притяжением Кришны, он не заботится о телесных связях.
 
Женщины, въезжающие в лес, видели Кришну и Баларама, ухаживая за коровами вместе со своими бойфрендами. Кришна выглядел таким красивым, одетым в одежду, сверкающую как золото. На нем была красивая гирлянда из лесных цветов и на голове у него было павлиньи перья. Он также был нарисован минералами, найденными во Вриндаване. Он был похож на танцующего актера на театральной сцене. Своими глазами жены брахманов увидели Верховную Личность Бога лицом к лицу, в их сердцах они стали обнимать его до их сердца. Господь мог понять, что они пришли к Нему, несмотря на протесты их семей. Они пришли к Нему, кто был их жизнью и душой, и они прекрасно следовали указаниям Бхагавад-Гиты, что нужно предаться Кришне, отказываясь от всех других разновидностей профессиональных и религиозных обязанностей. Поблагодарив жены брахманов, Кришна и Баларама сели вместе с друзьями-пастушками в этом же месте и наслаждались замечательной едой, отправленной женами брахманов."
3022;0;Vrindavan
3022;1;Вриндаван
3023;0;Batron Bihari Mandira
3023;1;Батран Бихари Мандир
3024;0;"Here is a very beautiful Deity of Krishna and Balarama with Akrura standing in the middle. This is the sacred place where Akrura stopped to take bath when he was escorting Krishna and Balarama to Mathura at the invitation of King Kamsa. Akrura parked his chariot under the shade of a large tree. Both Krishna and Balarama took bath in the river Yamuna and returned to sit in the chariot. Akrura then took permission from their Lordships and went to take his own bath. 

While standing within the water Akrura suddenly saw Krishna and Balarama, he was very surprised to see them there as he was sure they were sitting on the chariot. Being confused he came out of the water and returned to the chariot and got a shock when he saw Krishna and Balarama still sitting on the chariot as before. He then hurried back to the river and this time he not only saw Krishna and Balarama in the water but also saw they were surrounded by many Demigods, Siddhas, Charanas and Gandharvas. They were all standing before the Lord who was lying down on the serpant Sesa Naga. In other words after again returning to the river he saw that Balarama had changed into Sesa Naga and Krishna had changed into Maha-Vishnu. Out of astonishment Akrura began to offer prayers to the Lord and while Akrura was offering his prayers the Lord suddenly disappeared, therefore Akrura came out of the water and returned to the chariot. 

Krishna and Balarama were still sitting there and Krishna asked Akrura if he had seen something wonderful. Akrura replied that all the wonderful things happening in the world are simply appearing in Your universal form, so when I have seen You, what wonderful thing have I not seen. Akrura continued by saying, “There can not be anything more wonderful than Your transcendental form, when I have seen Your transcendental form, what is there left to see.” After saying this Akrura started the chariot and continued on the road to Mathura. 

Lord Chaitanya Mahaprabhu also stayed at Akrura Ghata when He visited Vrndavana in 1515. At first the Lord stayed with a brahmanas in Mathura, but due to His great popularity, large crowds would gather from morning to evening just to get a glimpse of the Lord. Therefore Lord Chaitanya felt that it would be better to go to a quite place and so moved to Akrura Ghata. Everyday Lord Chaitanya would visit the holy places of Vrndavana and in the evening return to Akrura Ghata. The Yamuna river used to flow past this place but since many years the river bed has shifted away and is now situated about one kilometer to the West.
"
